id,cabinet,party,pm,defector,party_id_source,data_source,description,comment,data_json
567,32,1414,0,0,Indep.,pa-84,,,
568,658,401,0,0,Radical Soc. P.,pa-84,,,
569,658,1086,0,0,MRP,pa-84,,,
571,658,1414,1,0,Indep.,pa-84,,,
572,557,401,1,0,Radical Soc. P.,pa-84,,,
573,557,1086,0,0,MRP ,pa-84,,,
575,557,1414,0,0,Indep.,pa-84,,,
576,400,401,0,0,"Radical Soc. P., UDSR",pa-84,,,
577,400,1086,0,0,MRP ,pa-84,,,
579,400,1414,1,0,Indep.,pa-84,,,
580,414,401,1,0,Radical Soc. P.,pa-84,,,
581,414,1086,0,0,MRP ,pa-84,,,
582,414,1094,0,0,Gaullists,pa-84,,,
583,414,1414,0,0,Indep.,pa-84,,,
584,397,401,1,0,Radical Soc. P.,pa-84,,,
585,397,1086,0,0,MRP ,pa-84,,,
586,397,1094,0,0,Gaullists,pa-84,,,
587,397,1414,0,0,Indep.,pa-84,,,
588,591,1539,1,0,SFIO ,pa-84,,,
589,591,401,0,0,Radical Soc. P.,pa-84,,,
590,209,1539,0,0,SFIO ,pa-84,,,
591,209,401,1,0,Radical Soc. P.,pa-84,,,
592,209,890,0,0,RGR,pa-84,,,
593,458,1539,0,0,SFIO ,pa-84,,,
594,458,401,1,0,Radical Soc. P.,pa-84,,,
595,458,1086,0,0,MRP ,pa-84,,,
596,458,1094,0,0,SR Gaullists,,,,
597,458,1414,0,0,Indep.,pa-84,,,
598,594,1539,0,0,Soc.P.,pa-84,,,
599,594,401,0,0,UDSR-RDA,pa-84,,,
600,594,1086,1,0,MRP,pa-84,,,
602,594,1414,0,0,Indep. Radical,pa-84,,,
603,197,1539,0,0,SFIO ,pa-84,,,
604,197,401,0,0,Radical Soc. P.,pa-84,,,
605,197,1086,0,0,MRP ,pa-84,,,
606,197,1414,0,0,Indep. Radical,pa-84,,,
607,692,401,0,0,Radical Soc. P,pa-84,,,
608,692,1086,0,0,MRP ,pa-84,,,
609,692,1094,1,0,UNR,pa-84,,,
610,692,1414,0,0,Indep.,pa-84,,,
611,526,1086,0,0,MRP ,pa-84,,,
612,526,1094,0,0,UNR ,pa-84,,,
613,526,1414,0,0,CNIP,pa-84,,,
614,698,1094,0,0,UNR UDT ,pa-84,,,
615,698,59,0,0,Indep.,pa-84,,,
616,349,1094,0,0,UNR-UDT ,pa-84,,,
617,349,59,0,0,Indep. Republ.,pa-84,,,
618,662,1094,1,0,UNR-UDT,pa-84,,,
619,662,59,0,0,Indep. Republ.,pa-84,,,
622,131,1094,1,0,UDR ,pa-84,,,
623,131,59,0,0,Indep. Republ.,pa-84,,,
624,111,1491,0,0,PDM Centre Democrats,,,,
625,111,1094,1,0,UDR Gaullists,,,,
626,111,59,0,0,RI Independent Republicans,,,,
627,430,885,0,0,CDP ,pa-84,,,
628,430,1094,1,0,UDR ,pa-84,,,
629,430,59,0,0,Indep. Republ.,pa-84,,,
630,607,885,0,0,CDP,pa-84,,,
631,607,1094,1,0,UDR ,pa-84,,,
632,607,59,0,0,Indep. Republ.,pa-84,,,
633,17,885,0,0,CDP ,pa-84,,,
634,17,1094,1,0,UDR ,pa-84,,,
635,17,59,0,0,Indep. Republ.,pa-84,,,
636,159,213,0,0,MRG,pa-84,,,
638,159,1094,1,0,Gaull.,pa-84,,,
639,159,59,0,0,Indep.Republ.,pa-84,,,
640,21,885,0,0,CDS,pa-84,,,
641,21,1094,0,0,UDR ,pa-84,,,
642,21,59,0,0,Indep. Republ.,pa-84,,,
643,72,138,0,0,RPR,pa-84,,,
651,116,686,0,0,PCF,pa-84,,,
652,116,1539,1,0,Socialist Party (PS),pa-84,,,
653,116,1492,0,0,MRG,pa-84,,,
654,428,686,0,0,PCF ,pa-84,,,
655,428,1539,1,0,Socialist Party (PS),pa-84,,,
657,843,1539,1,0,PS,mueller,,,
659,290,138,1,0,RPR,mueller,,,
660,290,509,0,0,UDF,mueller,,,
663,712,1539,1,0,PS,mueller,,,
665,229,1539,1,0,PS,mueller,,,
666,199,1539,1,0,PS,mueller,,,
668,318,509,0,0,UDF,mueller,,,
669,318,138,1,0,RPR,mueller,,,
670,244,509,0,0,UDF,mueller,,,
671,244,138,1,0,RPR,mueller,,,
672,422,509,0,0,UDF,mueller,,,
673,422,138,1,0,RPR,mueller,,,
674,481,1492,0,0,PRS,reuters,,,
675,481,686,0,0,PCF,reuters,,,
676,481,1539,1,0,PS ,reuters,,,
678,711,509,0,0,UDF,,,,
679,711,138,1,0,DL Union for Presidential Majority,,,,
680,820,509,0,0,UDF,,,,
681,820,658,1,0,UMP Union for Presidential Majority,,,,
682,802,509,0,0,udf,,,,
683,802,658,1,0,ump,,,,
684,46,509,0,0,udf,,,,
685,46,658,1,0,ump,,,,
686,147,543,0,0,FDP Free Democrats,,,,
687,147,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
689,147,912,0,0,DP German Party,,,,
690,192,543,0,0,FDP Free Democrats,,,,
691,192,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
693,192,912,0,0,DP German Party,,,,
694,192,1507,0,1,GB/BHE,dhbt,"German Bloc (GB/BHE) ministers left party group and joined Christian Democratis (CDU) on 15 July 1955, with guest status until 20 March 1956 (Schindler 1999, 916).",,
695,793,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
697,793,912,0,1,DP,"dhbt, nyt",The two ministers of the German Party (DP) left their parliamentary group on 1 July 1960 and later joined the Christian Democrats (CDU).,,
698,62,543,0,0,FDP Free Democrats,nyt,Free Democrats (FDP) ministers resigned on 19 November 1962 following the Spiegel scandal but reentered the government on 13 December.,,
699,62,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
701,31,543,0,0,FDP Free Democrats,,,,
702,31,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
704,326,543,0,1,FDP,, Free Democratic (FDP) ministers withdrew from cabinet in conflict over potential tax increases.,,
705,326,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
707,170,558,0,0,SPD Social Democrats,,,,
708,170,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
710,358,558,1,0,SPD Social Democrats,,,,
711,358,543,0,0,FDP,,,,
712,871,558,1,0,SPD Social Democrats,,,,
713,871,543,0,0,FDP Free Democrats,,,,
714,252,558,1,0,SPD Social Democrats,,,,
715,252,543,0,0,FDP Free Democrats,,,,
716,459,558,1,0,SPD Social Democrats,,,,
717,459,543,0,0,FDP Free Democrats,,,,
718,343,558,1,0,SPD Social Democrats,,,,
719,343,543,0,1,FDP,,Free Democratic (FDP) ministers resigned on 17 September 1982 in conflict over social and tax policies.,,
720,642,543,0,0,FDP Free Democrats,,,,
721,642,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
723,346,543,0,0,FDP Free Democrats,,,,
724,346,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
726,286,543,0,0,FDP Free Democrats,,,,
727,286,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
729,862,543,0,0,FDP Free Democrats,,,,
730,862,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
732,778,543,0,0,FDP Free Democrats,,,,
733,778,1727,1,0,cdu CDU-CSU Christian Democrats,,,,
735,107,772,0,0,grüne Greens,,,,
736,107,558,1,0,SPD Social Democrats,,,,
737,529,772,0,0,grüne Greens,,,,
738,529,558,1,0,SPD Social Democrats,,,,
739,85,558,0,0,spd,,,,
740,85,1727,1,0,cdu,,,,
742,609,47,1,0,ND New Democracy,,,,
743,865,47,1,0,ND New Democracy,,,,
744,531,47,1,0,ND New Democracy,,,,
745,713,1338,1,0,PASOK Socialists,,,,
746,60,1338,1,0,PASOK Socialists,,,,
747,39,1338,1,0,PASOK Socialists,,,,
748,782,1441,0,0,ear SAP Coalition Left and Progress,,,,
749,782,47,1,0,ND New Democracy,,,,
750,454,1338,0,0,PASOK Socialists,,,,
751,454,47,0,0,ND New Democracy,,,,
752,362,47,1,0,ND New Democracy,,,,
753,74,1338,1,0,PASOK Socialists,,,,
754,281,1338,1,0,PASOK Socialists,,,,
755,33,1338,1,0,PASOK Socialists,,,,
756,190,1338,1,0,PASOK Socialists,,,,
757,876,47,1,0,nd,,,,
758,369,546,1,0,mdf,,,,
759,369,434,0,0,kdnp,,,,
760,369,870,0,0,fkgp,,,,
761,13,546,1,0,mdf,,,,
762,13,434,0,0,kdnp,,,,
763,13,870,0,0,fgkp,,,,
764,488,1591,1,0,mszp,,,,
765,488,1426,0,0,szdsz,,,,
766,827,546,0,0,mdf,,,,
767,827,921,1,0,fidesz,,,,
768,827,870,0,0,kfgp,,,,
769,302,1591,1,0,mszp,,,,
770,302,1426,0,1,szdsz,,,,
771,188,1591,1,0,mszp,,,,
772,188,1426,0,0,szdsz,,,,
773,703,1319,0,0,SP,indridason,,,
774,703,228,0,0,SDP,indridason,,,
775,703,1342,1,0,IP,indridason,,,
776,742,228,1,0,SDP,indridason,,,
777,742,1342,0,0,IP,indridason,,,
778,742,1455,0,0,PP,indridason,,,
779,625,1342,1,0,IP,indridason,,,
780,766,1342,0,0,Sj Independence Party,indridason,,,
781,766,1455,1,0,F Progressive Party,indridason,,,
782,762,1342,1,0,Independent party,nyt,,,
783,762,1455,0,0,Progressives,nyt,Progressives (F) decided to withdraw from government at the beginning of March 1956 over the presence of United States troops in Iceland. It formally withdrew in a letter to the president on 26 March.,,
784,664,1360,0,0,Labour Alliance,nyt,,,
785,664,228,0,0,Social Democrats,nyt,,,
786,664,1455,1,0,Progressive,nyt,,,
787,446,228,1,0,A Social Democrats,indridason,,,
788,331,228,0,0,A Social Democrats,indridason,,,
789,331,1342,1,0,Sj Independence Party,indridason,,,
790,553,228,0,0,A Social Democrats,indridason,,,
791,553,1342,1,0,Sj Independence Party,indridason,,,
792,321,228,0,0,A Social Democrats,indridason,,,
793,321,1342,1,0,Sj Independence Party,indridason,,,
794,272,1360,0,0,ab USP United Socialist Party,indridason,,,
795,272,53,0,1,SFVM Union of Liberals and Leftist,indridason,Liberal Left (Sfvm) withdrew over a proposal to rollback wage increases.,,
796,272,1455,1,0,F Progressive Party,indridason,,,
797,849,1342,1,0,Sj Independence Party,indridason,,,
798,849,1455,0,0,F Progressive Party,indridason,,,
799,673,1360,0,0,ab USP United Socialist Party,indridason,,,
800,673,228,0,1,SDP,keesings,Social Democratic (A) ministers resigned on 9 October 1979.,,
801,673,1455,1,0,F Progressive Party,indridason,,,
802,536,228,1,0,A Social Democrats,indridason,,,
803,752,1360,0,0,ab USP United Socialist Party,indridason,,,
804,752,1342,1,0,Sj Independence Party,indridason,,,
805,752,1455,0,0,F Progressive Party,indridason,,,
806,393,1342,0,0,Sj Independence Party,indridason,,,
807,393,1455,1,0,F Progressive Party,indridason,,,
808,279,228,0,0,A Social Democrats,indridason,,,
809,279,1342,1,0,Sj Independence Party,indridason,,,
810,279,1455,0,0,F Progressive Party,indridason,,,
811,301,1360,0,0,ab USP United Socialist Party,indridason,,,
812,301,228,0,0,A Social Democrats,indridason,,,
813,301,1455,1,0,F Progressive Party,indridason,,,
814,127,1360,0,0,ab USP United Socialist Party,indridason,,,
815,127,228,0,0,A Social Democrats,indridason,,,
816,127,828,0,0,b CP Citizens Party,indridason,,,
817,127,1455,1,0,F Progressive Party,indridason,,,
818,640,228,0,0,A Social Democrats,indridason,,,
819,640,1342,1,0,Sj Independence Party,indridason,,,
820,158,1342,1,0,Sj Independence Party,indridason,,,
821,158,1455,0,0,F Progressive Party,indridason,,,
822,177,1342,1,0,Sj Independence Party,indridason,,,
823,177,1455,0,0,F Progressive Party,indridason,,,
824,130,1342,1,0,Sj Independence Party,ejpr,,,
825,130,1455,0,0,F Progressive Party,ejpr,,,
826,151,280,1,0,ff Fianna Fail,,,,
827,154,318,0,0,lab LP Labour Party,,,,
828,154,1393,1,0,fg Fine Gael,,,,
829,154,92,0,0,CnP Republican Party,,,,
830,154,923,0,0,CnT Party of the Land,,,,
831,643,280,1,0,ff Fianna Fail,,,,
832,626,318,0,0,lab LP Labour Party,,,,
833,626,1393,1,0,fg Fine Gael,,,,
834,626,923,0,0,CnT Party of the Land,,,,
835,523,280,1,0,ff Fianna Fail,,,,
836,364,280,1,0,ff Fianna Fail,,,,
837,667,280,1,0,ff Fianna Fail,,,,
838,217,280,1,0,ff Fianna Fail,,,,
839,602,280,1,0,ff Fianna Fail,,,,
840,863,280,1,0,ff Fianna Fail,,,,
841,315,318,0,0,lab LP Labour Party,,,,
842,315,1393,1,0,fg Fine Gael,,,,
843,794,280,1,0,ff Fianna Fail,,,,
844,442,280,1,0,ff Fianna Fail,,,,
845,335,318,0,0,lab LP Labour Party,,,,
846,335,1393,1,0,fg Fine Gael,,,,
847,54,280,1,0,ff Fianna Fail,,,,
848,867,318,0,0,lab LP Labour Party,,,,
849,867,1393,1,0,fg Fine Gael,,,,
850,77,280,1,0,ff Fianna Fail,,,,
851,215,651,0,0,PD Progressive Democratic Party,,,,
852,215,280,1,0,ff Fianna Fail,,,,
853,870,651,0,0,PD Progressive Democratic Party,,,,
854,870,280,1,0,ff Fianna Fail,,,,
855,748,318,0,0,lab LP Labour Party,,,,
856,748,280,1,0,ff Fianna Fail,,,,
857,573,1580,0,0,dl DLP Democratic Left,,,,
858,573,318,0,0,lab LP Labour Party,,,,
859,573,1393,1,0,fg Fine Gael,,,,
860,126,651,0,0,PD Progressive Democratic Party,,,,
861,126,280,1,0,ff Fianna Fail,,,,
862,179,651,0,0,PD Progressive Democratic Party,,,,
863,179,280,1,0,ff Fianna Fail,,,,
864,416,1088,0,0,PCI-PDS Communists,,,,
865,416,1475,0,0,PSI Socialists,,,,
866,416,93,0,0,PRI Republicans,,,,
867,416,1633,1,0,DC PPI-DC Christian Democrats,,,,
868,525,1088,0,0,PCI-PDS Communists,,,,
869,525,1475,0,0,PSI Socialists,,,,
870,525,1633,1,0,DC PPI-DC Christian Democrats,,,,
871,501,242,0,0,PSLI PSDI Social Democrats,,,,
872,501,93,0,0,PRI Republicans,,,,
873,501,487,0,0,PLI Liberals,,,,
874,501,1633,1,0,DC PPI-DC Christian Democrats,,,,
875,676,242,0,0,PSLI PSDI Social Democrats,,,,
876,676,93,0,0,PRI Republicans,,,,
877,676,487,0,0,PLI Liberals,,,,
878,676,1633,1,0,DC PPI-DC Christian Democrats,,,,
879,123,242,0,0,PSLI PSDI Social Democrats,,,,
880,123,93,0,0,PRI Republicans,,,,
881,123,1633,1,0,DC PPI-DC Christian Democrats,,,,
882,597,93,0,0,PRI Republicans,,,,
883,597,1633,1,0,DC PPI-DC Christian Democrats,,,,
885,603,1633,1,0,DC PPI-DC Christian Democrats,,,,
886,90,1633,1,0,DC PPI-DC Christian Democrats,,,,
887,796,242,0,0,PSDI Social Democrats,,,,
888,796,487,0,0,PLI Liberals,,,,
889,796,1633,1,0,DC PPI-DC Christian Democrats,,,,
890,250,242,0,0,PSDI Social Democrats,,,,
891,250,487,0,0,PLI Liberals,,,,
892,250,1633,1,0,DC PPI-DC Christian Democrats,,,,
893,280,1633,1,0,DC PPI-DC Christian Democrats,,,,
894,880,242,0,0,PSDI Social Democrats,,,,
895,880,1633,1,0,DC PPI-DC Christian Democrats,,,,
896,372,1633,1,0,DC PPI-DC Christian Democrats,,,,
897,615,1633,1,0,DC PPI-DC Christian Democrats,,,,
898,810,1633,1,0,DC PPI-DC Christian Democrats,,,,
899,347,242,0,0,PSDI Social Democrats,,,,
900,347,93,0,0,PRI Republicans,,,,
901,347,1633,1,0,DC PPI-DC Christian Democrats,,,,
902,511,1633,1,0,DC PPI-DC Christian Democrats,,,,
903,818,1475,0,0,PSI Socialists,,,,
904,818,242,0,0,PSDI Social Democrats,,,,
905,818,93,0,0,PRI Republicans,,,,
906,818,1633,1,0,DC PPI-DC Christian Democrats,,,,
911,433,1475,0,0,PSI Socialists,,,,
912,433,242,0,0,PSDI Social Democrats,,,,
913,433,93,0,0,PRI Republicans,,,,
914,433,1633,1,0,DC PPI-DC Christian Democrats,,,,
915,183,1633,1,0,DC PPI-DC Christian Democrats,,,,
916,554,93,0,0,PRI Republicans,,,,
917,554,1633,1,0,DC PPI-DC Christian Democrats,,,,
918,548,1633,1,0,DC PPI-DC Christian Democrats,,,,
919,113,1475,0,0,Soc.,flora-83,,,
920,113,93,0,0,PRI Republicans,,,,
921,113,1633,1,0,DC PPI-DC Christian Democrats,,,,
922,89,1475,0,0,Soc.,flora-83,,,
923,89,93,0,0,PRI Republicans,,,,
924,89,1633,1,0,DC PPI-DC Christian Democrats,,,,
925,398,1633,1,0,DC PPI-DC Christian Democrats,,,,
926,439,242,0,0,PSDI Social Democrats,,,,
927,439,487,0,0,PLI Liberals,,,,
928,439,1633,1,0,DC PPI-DC Christian Democrats,,,,
929,24,1475,0,0,PSI Socialists,,,,
930,24,242,0,0,PSDI Social Democrats,,,,
931,24,93,0,0,PRI Republicans,,,,
932,24,1633,1,0,DC PPI-DC Christian Democrats,,,,
933,317,1475,0,0,PSI Socialists,,,,
934,317,242,0,0,PSDI Social Democrats,,,,
935,317,1633,1,0,DC PPI-DC Christian Democrats,,,,
936,149,93,0,0,PRI Republicans,,,,
937,149,1633,1,0,DC PPI-DC Christian Democrats,,,,
938,842,1633,1,0,DC PPI-DC Christian Democrats,,,,
939,140,1633,1,0,DC PPI-DC Christian Democrats,,,,
940,245,1633,1,0,DC PPI-DC Christian Democrats,,,,
941,638,242,0,0,PSDI Social Democrats,,,,
942,638,93,0,0,PRI Republicans,,,,
943,638,1633,1,0,DC PPI-DC Christian Democrats,,,,
944,578,242,0,0,PSDI Social Democrats,,,,
945,578,487,0,0,PLI Liberals,,,,
946,578,1633,1,0,DC PPI-DC Christian Democrats,,,,
947,86,1475,0,0,PSI Socialists,,,,
948,86,93,0,0,PRI Republicans,,,,
949,86,1633,1,0,DC PPI-DC Christian Democrats,,,,
950,464,1475,0,0,PSI Socialists,,,,
951,464,242,0,0,PSDI Social Democrats,,,,
952,464,93,0,0,PRI Republicans,,,,
953,464,1633,1,0,DC PPI-DC Christian Democrats,,,,
954,674,1475,0,1,Socialists,nyt,Socialists (PSI) ministers resigned on 5 August 1982 over an austerity bill announcing the resignation the day before.,,
955,674,242,0,0,PSDI Social Democrats,,,,
956,674,93,1,0,PRI Republicans,,,,
957,674,487,0,0,PLI Liberals,,,,
958,674,1633,0,0,DC PPI-DC Christian Democrats,,,,
959,87,1475,0,0,PSI Socialists,,,,
960,87,242,0,0,PSDI Social Democrats,,,,
961,87,487,0,0,PLI Liberals,,,,
962,87,1633,1,0,DC PPI-DC Christian Democrats,,,,
963,84,1475,0,0,PSI Socialists,,,,
964,84,242,0,0,PSDI Social Democrats,,,,
965,84,487,0,0,PLI Liberals,,,,
966,84,1633,0,0,DC PPI-DC Christian Democrats,,,,
967,334,1475,1,0,PSI Socialists,,,,
968,334,242,0,0,PSDI Social Democrats,,,,
969,334,93,0,0,PRI Republicans,,,,
970,334,487,0,0,PLI Liberals,,,,
971,334,1633,0,0,DC PPI-DC Christian Democrats,,,,
972,293,1475,1,0,PSI Socialists,,,,
973,293,242,0,0,PSDI Social Democrats,,,,
974,293,93,0,0,PRI Republicans,,,,
975,293,487,0,0,PLI Liberals,,,,
976,293,1633,0,0,DC PPI-DC Christian Democrats,,,,
977,737,1633,1,0,DC PPI-DC Christian Democrats,,,,
978,756,1475,0,0,PSI Socialists,,,,
979,756,242,0,0,PSDI Social Democrats,,,,
980,756,93,0,0,PRI Republicans,,,,
981,756,487,0,0,PLI Liberals,,,,
982,756,1633,1,0,DC PPI-DC Christian Democrats,,,,
983,809,1475,0,0,PSI Socialists,,,,
984,809,242,0,0,PSDI Social Democrats,,,,
985,809,93,0,0,PRI Republicans,,,,
986,809,487,0,0,PLI Liberals,,,,
987,809,1633,1,0,DC PPI-DC Christian Democrats,,,,
988,460,1475,0,1,Socialist Party,nyt,Socialist Party (PSI) fostered a cabinet crisis when it announced on 26 March 1991 that Italy needed a new government (NYT). ,,
989,460,242,0,0,PSDI Social Democrats,,,,
990,460,93,0,0,PRI Republicans,,,,
991,460,487,0,0,PLI Liberals,,,,
992,460,1633,1,0,DC PPI-DC Christian Democrats,,,,
993,202,1475,0,0,Socialists,reuters,,,
994,202,242,0,0,Social Democrats,reuters,,,
995,202,487,0,0,Liberals,reuters,,,
996,202,1633,1,0,Christian Democrats,reuters,,,
997,176,1475,1,0,PSI Socialists,,,,
998,176,242,0,0,PSDI Social Democrats,,,,
999,176,487,0,0,PLI Liberals,,,,
1000,176,1633,0,0,DC PPI-DC Christian Democrats,,,,
1001,801,1475,0,0,PSI Socialists,,,,
1002,801,242,0,0,PSDI Social Democrats,,,,
1003,801,487,0,0,PLI Liberals,,,,
1004,801,1633,0,0,DC PPI-DC Christian Democrats,,,,
1005,672,373,0,0,National Alliance,afp,,,
1006,672,99,0,0,Christian Democratic Center,afp,,,
1007,672,596,1,0,Forza Italia,afp,,,
1008,672,1436,0,1,Northern League,afp,Northern League (LN) announced on 17 December 1994 to bring down the government through a confidence vote.,,
1009,276,910,0,0,VERD FdV Greens,,,,
1010,276,809,0,0,PDS PCI-PDS Communists,,,,
1011,276,630,0,0,RI Italian Renewal,,,,
1012,276,840,1,0,PPI-DC Christian Democrats,,,,
1013,214,910,0,0,GR,mueller,,,
1014,214,809,1,0,DS,"mueller, reuters",,,
1015,214,630,0,0,RI,mueller,,,
1016,214,840,0,0,PPI,mueller,,coding of alliance party_id to match seat in 'election_result',
1017,522,910,0,0,Greens,reuters,,,
1018,522,809,1,0,DS Olive Tree,,,,
1019,522,1661,0,0,arty of Italian Communists -- PDCI,reuters,,,
1020,522,630,0,0,Italy Renewal Part,reuters,,,
1021,522,840,0,0,Popular Party,reuters,,,
1022,239,910,0,0,VERD FdV Greens,,,,
1023,239,809,0,0,DS,ejpr,,,
1024,239,1661,0,0,PDCI,ejpr,,,
1025,239,630,0,0,RI,ejpr,,,
1026,239,840,0,0,PPI,ejpr,,,
1027,256,373,0,0,AN Alleanza Nazionale,,,,
1028,256,596,1,0,FI Forza Italia,,,,
1029,256,1436,0,0,LN Northern League,,,,
1030,567,93,0,0,pri,,,,
1031,567,596,1,0,fi,,,,
1032,567,373,0,0,an,,,,
1033,567,1436,0,0,ln,,,,
1034,567,1287,0,0,npsi,,,,
1035,241,1193,1,0,LDP Liberal Democrats,,,,
1036,48,1193,1,0,LDP Liberal Democrats,,,,
1037,649,1193,1,0,LDP Liberal Democrats,,,,
1038,8,1193,1,0,LDP Liberal Democrats,,,,
1039,787,1193,1,0,LDP Liberal Democrats,,,,
1040,789,1193,1,0,LDP Liberal Democrats,,,,
1041,656,1193,1,0,LDP Liberal Democrats,,,,
1042,502,1193,1,0,LDP Liberal Democrats,,,,
1043,59,1193,1,0,LDP Liberal Democrats,,,,
1044,337,1193,1,0,LDP Liberal Democrats,,,,
1045,227,1193,1,0,LDP Liberal Democrats,,,,
1046,727,1193,1,0,LDP Liberal Democrats,,,,
1047,180,1193,1,0,LDP Liberal Democrats,,,,
1048,242,1193,1,0,LDP Liberal Democrats,,,,
1049,568,1193,1,0,LDP Liberal Democrats,,,,
1050,568,170,0,0,NLC New Liberal Club,,,,
1051,146,1193,1,0,LDP Liberal Democrats,,,,
1052,283,1193,1,0,LDP Liberal Democrats,,,,
1053,743,1193,1,0,LDP Liberal Democrats,,,,
1054,106,1193,1,0,LDP Liberal Democrats,,,,
1055,213,1193,1,0,LDP Liberal Democrats,,,,
1056,253,1193,1,0,LDP Liberal Democrats,,,,
1057,417,940,0,0,D -- Democratic Socialist Party,reuters,,,
1058,417,1053,0,0,D -- Democratic Socialist Party,reuters,,,
1059,417,86,0,0,F -- Social Democratic Federation,reuters,,,
1060,417,837,0,0,K -- Komeito,reuters,,,
1061,417,547,0,0,R -- Japan Renewal Party,reuters,,,
1062,417,1327,1,0,J -- Japan New Party,reuters,,,
1063,432,1053,0,0,DSP Democratic Socialists,,,,
1064,432,837,0,0,kmt Komei,,,,
1065,417,1146,0,0,H -- Harbinger New Party,reuters,,,
1066,432,547,1,0,JRP Renewal Party,,,,
1067,432,1327,0,0,JNP Japan New Party,,,,
1068,868,940,1,0,sdpj JSP Socialists,,,,
1069,868,1193,0,0,LDP Liberal Democrats,,,,
1070,868,1146,0,0,saki NP New Party,,,,
1071,800,940,0,0,sdpj JSP Socialists,,,,
1072,800,1193,1,0,LDP Liberal Democrats,,,,
1073,800,1146,0,0,saki NP New Party,,,,
1074,371,1193,1,0,LDP Liberal Democrats,,,,
1075,665,837,0,0,Komeito [Komei-to/Kaikaku-kurabu],"afp, ejpr",,,
1076,665,1193,1,0,Liberal Democratic Party [LDP],"afp, ejpr",,,
1077,665,462,0,0,Liberal Party [LP],"afp, ejpr",,,
1078,211,837,0,0,Komei-to,ejpr,,,
1079,211,1193,1,0,LDP,ejpr,,,
1080,211,1382,0,0,CP,ejpr,,,
1081,840,837,0,0,kmt Komei,,,,
1082,840,1193,1,0,LDP Liberal Democrats,,,,
1083,840,1382,0,0,ncp New Conservative Party,,,,
1084,770,837,0,0,Komei-party,ejpr,,,
1085,770,1193,1,0,LDP,ejpr,,,
1086,595,42,1,0,LTF,,,,
1087,434,526,1,0,lc,,,,
1088,434,1368,0,0,lzs,,,,
1089,201,278,0,0,tpa,,New party group formed during the legislative term.,,
1090,201,526,1,0,lc,,,,
1091,235,759,0,0,DPS,conrad,,,
1092,235,526,0,0,LC,conrad,,,
1093,235,239,0,0,LKDS,conrad,,,
1094,235,1557,0,0,LNNK,conrad,,,
1095,235,203,0,0,TB,conrad,,,
1096,235,1042,0,0,LVP,conrad,,,
1097,377,759,0,0,DPS,conrad,,,
1098,377,526,0,0,LC,conrad,,,
1099,377,239,0,0,LKDS,conrad,,,
1100,377,1557,0,0,LNNK,conrad,,,
1101,377,203,0,0,TB,conrad,,,
1102,878,759,0,1,DPS,conrad,,,
1103,878,526,0,0,LC,conrad,,,
1104,878,239,0,0,LKDS,conrad,,,
1105,878,521,1,0,TB/LNNK,conrad,,,
1106,2,526,0,0,LC,conrad,,,
1107,2,1368,0,0,LKDS,conrad,,,
1108,2,521,1,0,TB/LNNK,conrad,,,
1109,682,526,1,0,lc,,,,
1110,682,521,0,0,tb/lnnk,,,,
1111,682,550,0,0,jp,,,,
1112,110,526,0,0,LC,mue-rom,,,
1113,110,811,1,0,TP,mue-rom,,,
1114,110,521,0,0,TB/LNNK,mue-rom,,,
1115,23,526,1,0,lc,,,,
1116,23,811,0,0,tp,,,,
1117,23,521,0,0,tb/lnnk,,,,
1118,23,550,0,0,jp,,,,
1119,661,466,0,0,zzs,,,,
1120,661,1518,1,0,jl,,,,
1121,661,521,0,0,tb/lnnk,,,,
1122,661,1043,0,1,LPP,rferl,Latvia's First Party (LPP) withdraws from coaltion on 28 January 2004 after the dismissal of Ainars Slesers as deputy prime minister on 26 January.,,
1123,153,466,1,0,lzp,,,,
1124,153,811,0,0,tp,,,,
1125,153,1043,0,0,lpp,,,,
1126,228,466,0,0,lzp,,,,
1127,228,1518,0,0,jl,,,,
1128,228,811,1,0,tp,,,,
1129,228,1043,0,0,lpp,,,,
1130,546,1045,1,0,sajudis,,,,
1131,684,519,1,0,LDDP,,,,
1132,811,519,1,0,LDDP,,,,
1133,91,519,1,0,LDDP,,,,
1134,47,887,0,0,lcs,,,,
1135,47,675,0,0,lkdp,,,,
1136,47,1045,1,0,ts(lk),,,,
1137,444,675,0,0,lkdp,,,,
1138,444,1045,1,0,ts(lk),,,,
1139,735,675,0,0,lkdp,,,,
1140,735,1045,1,0,ts(lk),,,,
1141,304,856,0,0,ns,,,,
1142,304,983,1,0,LLS,mue-rom,,,
1143,405,856,0,0,ns,,,,
1144,287,1277,1,0,Social Democrat,reuters,,,
1145,287,191,0,0,Farmers Party,reuters,,,
1146,287,581,0,0,Labour,,,,
