type,title,author,country,content,date,id
107,Spain election and cabinet added,tf/hd,27,"We have now added the [election in Spain](http://dev.parlgov.org/data/esp/election-parliament/2011-11-20/) in November 2011 and the [cabinet under PM Rajoy](http://dev.parlgov.org/data/esp/cabinet-party/2011-12-21/). To cover more than 99% of the votes we had to add a number of new parties.
",2012-01-23,89
107,Belgium new cabinet added,hd/tf,64,"We have added the [Belgium cabinet](http://dev.parlgov.org/data/bel/cabinet-party/2011-12-06/) that formed one and a half year after the election. In ParlGov, there is a [caretaker cabinet](http://dev.parlgov.org/data/bel/cabinet-party/2010-06-13/) in between because the formation process took more than three month.",2012-01-31,90
107,Slovenia election and cabinet added,tf/hd,60,We have added the results of the December [election in Slovenia]( http://dev.parlgov.org/data/svn/election-parliament/2011-12-04/) and the recently formed cabinet under [PM Jansa](http://dev.parlgov.org/data/svn/cabinet-party/2012-01-28/).  ,2012-02-12,91
107,Romania cabinet added,tf/hd,23,We have added the fall of the [Boc III]( http://dev.parlgov.org/data/rou/cabinet-party/2010-05-19/) government in February 2012 and added the succeeding cabinet under [PM Ungureanu]( http://dev.parlgov.org/data/rou/cabinet-party/2012-02-09/). In this context we recoded the [Boc II]( http://dev.parlgov.org/data/rou/cabinet-party/2009-12-23/) government and split it into Boc II and Boc III due to a change in the cabinet composition in 2010.,2012-02-13,92
107,Swiss 2011 election and cabinet added,tf/hd,40,We have added the results of the October 2011 [election](http://dev.parlgov.org/data/che/election-parliament/2011-10-23/) in Switzerland and the new [Bundesrat](http://dev.parlgov.org/data/che/cabinet-party/2011-12-14/). Swiss citizens have multiple votes in some cantons and official statistics calculate comparable number of votes (“fiktive Wählende”) for all parties at the federal level. [Official election](http://www.portal-stat.admin.ch/nrw/files/de/01.xml) results were provided by the Statistical Office of Switzerland (BFS) and we would like to thank Madeleine Schneider (BFS) and Georg Lutz (University of Lausanne) for providing important details.,2012-03-27,93
109,Update calculation party positions,hd,,"ParlGov party positions are based on various party expert surveys (Castles/Mair 1983, Huber/Inglehart 1995, Ray 1999, Benoit/Laver 2006 and CHESS 2010). These positions are just the mean value of all observations available from these sources in a particular dimension (left_right, state_market, liberty_authority, eu_anti_pro).

There was a bug in the scripts that converted the data from Benoit/Laver and not all positions from the data set were included into the calculation. We became aware of the issue, when someone pointed out the extremely moderate left/right position of the German far-right NPD in ParlGov. We have now solved the issue and include data on all relevant dimensions from Benoit/Laver into the calculation. This also solves the issue of having information in the left/right dimension for some minor parties instead of using the state/market dimension.

While updating the position data we have also renamed the variables for the EU dimension from ‘eu_pro_contra’ into ‘eu_anti_pro’ since lower values on the scale present eurosceptic positions.",2012-05-01,94
107,Czech Republic cabinet added,hd,68,"In addition to the Dutch cabinet,  we have also added the new [Czech cabinet](http://dev.parlgov.org/data/cze/cabinet-party/2012-04-27/) under PM Necas following the split of the junior coalition partner Public Affairs. ",2012-05-16,95
107,Slovakia election and cabinet added,tf/hd,1,We have added the results of the March [election]( http://dev.parlgov.org/data/svk/election-parliament/2012-03-10/) in Slovakia and the new [cabinet]( http://dev.parlgov.org/data/svk/cabinet-party/2012-04-04/) under PM Fico.,2012-05-17,96
107,Romania cabinet added,tf/hd,23,We have added the fall of the two-month [old cabinet]( http://dev.parlgov.org/data/rou/cabinet-party/2012-02-09/) under PM Ungureanu and the recently formed [cabinet]( http://dev.parlgov.org/data/rou/cabinet-party/2012-05-07/) under PM Ponta.,2012-05-23,97
114,Data in country-year format,hd,,We are preparing the next stable release. One of the features we have recently introduced is a base table to create data sets in country-year format where each observation covers information about a parliament or cabinet for every year. In the table [viewcalc_country_year_share](/documentation/table/viewcalc_country_year_share/) we provide weights for each parliament and cabinet for a given year. You can use this table with aggregated information at the parliament or cabinet level to create data sets in country-year format.,2012-06-12,98
109,Updated coding rules election ,hd,,"ParlGov includes information about the number of seats and the share of votes for all parties in parliament and elections we cover. For some countries and new elections, we also include the number of votes and some of the parties that won no seats. We used to include all parties that won more than 0.5% vote share but have now increased the threshold to 1.0%. We have learned that many of the parties below the 1.0% threshold run only in one election and it was difficult to gather reliable information about these parties. As a consequence, we increased the threshold for including election results and removed observations below the threshold. We cover only those parties with less than 1.0% vote share that won seats in parliament or the largest party winning no seats in the election.
",2012-06-13,99
107,France election and cabinets added,tf,43,"We have added the results of the June legislative [election](http://dev.parlgov.org/data/fra/election-parliament/2012-06-10/) in France and the new cabinet [Ayrault II]( http://dev.parlgov.org/data/fra/cabinet-party/2012-06-18/), as well as the short-term post-presidential election cabinet [Ayrault I](http://dev.parlgov.org/data/fra/cabinet-party/2012-05-16/).",2012-08-20,100
107,Greece elections and cabinets added,hd,41,We have added the results of the [May](http://dev.parlgov.org/data/grc/election-parliament/2012-05-06/) and [June](http://dev.parlgov.org/data/grc/election-parliament/2012-06-17/) legislative election in Greece as well as the new cabinets under [Pikramenos](http://dev.parlgov.org/data/grc/cabinet-party/2012-05-16/) and [Samaras](http://dev.parlgov.org/data/grc/cabinet-party/2012-06-20/).,2012-09-04,101
108,New Zealand with votes level data,hd,11,"We have updated and checked all [election results](http://dev.parlgov.org/data/nzl/election-parliament/) from 1943 for New Zealand and coded all parties according to our new coding rule. We include all parties with more than 1.0% vote share, that won seats in parliament or the largest party winning no seats in an election. For most of our information we used the [Official Yearbooks](http://www.stats.govt.nz/) or the results of the [Electoral Commission](http://www.elections.org.nz/). ",2012-09-05,102
109,Party clean up,hd,,"Following the [recent update](http://dev.parlgov.org/documentation/news/#99) of coding rules for our election results, we have also cleaned up the parties included into ParlGov. Fur this purpose, we removed minor parties without election results according to our new criteria (1.0% vote share or 2 seats). A more detailed summary of coding rules for parties, election results and cabinets will follow over the next month.",2012-10-02,103
108,Australia with votes level data,tf,33,"We have updated [election results](
http://dev.parlgov.org/data/aus/election-parliament/) for Australia from
seats to votes level data and added elections and [cabinets](http://dev.parlgov.org/data/aus/cabinet-party/) from 1901 to 1943. For most of our information we used publications of the
[Statistics and Mapping Section of the Australian Parliament](
http://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/).
",2012-10-06,104
112,Party composition of EU institutions,tf,,"In the [download](http://dev.parlgov.org/download/) section we have added an application of
ParlGov for students of the EU. The file contains scripts to create data about the party composition of the EU with information from the ParlGov project. All scripts are written in the R programing language. In addition, the European political space since 1958 is visualized including all changes in party composition. For the project, we also reintegrated [data](http://dev.parlgov.org/documentation/table/external_commissioner_doering/) on the composition of the College of Commissioners and present it in the data section (eg. [Germany](http://dev.parlgov.org/data/deu/external_commission/)).
",2012-10-07,105
110,Beta version ParlGov 12/10 online,tf,,"We are preparing a new stable version, ParlGov 12/10 -- Autumn 2012 and a [beta version](http://www.parlgov.org/stable/index.html) is now available online. We provide at least one stable version a year, which is a frozen snap shot of our [development version](http://dev.parlgov.org/). All significant changes since the last stable version are documented in the [changelog](http://wiki.parlgov.org/wiki/ChangeLog). We plan to release the stable version at the beginning of next week.",2012-10-08,106
110,ParlGov 12/10 released,tf/hd,,"We have now released [ParlGov 12/10]( http://www.parlgov.org/stable/), the fourth major stable version of the ParlGov project. There have been only minor changes and updates to the beta version we put online last week. ParlGov 12/10 includes all elections and cabinets until the end of August 2012 for the countries we cover. For the version we have added elections and cabinets in Switzerland from 1919 to 1947, in Australia from 1901 to 1945 and updated Australia and New Zealand from seats to votes level.
",2012-10-15,107
111,ParlGov at Policy Votes conference,hd,,"We were invited to the workshop ""Political representation in Europe: Methods and data"" organized by Christine Arnold (University of Maastrich) and Mark Franklin (European University Institute). The [Policy Votes](http://policyvotes.org/) project was presented and discussed at the workshop, an innovative and ambitious project to provide better data for studying representation in Western Europe at the voters, parties and legislative level. The project gathered researchers that presented work on modern data infrastructures for compartative politics: the [Manifesto Project (MRG/CMP/MARPOR)](https://manifesto-project.wzb.eu/), [PIREDEU](http://www.piredeu.eu/), the [Comparative Agendas Project (CAP)](http://www.comparativeagendas.org/), [RTextTools](http://www.rtexttools.com/) and the [Amsterdam Contentanalysis Toolkit (AmCAT)](http://amcat.vu.nl/p/amcat-introduction) as well as [ParlGov](www.parlgov.org).",2012-10-28,108
107,Netherlands election and cabinet added,tf/hd,8,We have added the results of the [September election]( http://dev.parlgov.org/data/nld/election-parliament/2012-09-12/) in the Netherlands and the recently formed new cabinet under [PM Rutte](http://dev.parlgov.org/data/nld/cabinet-party/2012-11-05/).,2012-11-07,109
108,Iceland with votes level data,tf/hd,56,"We have updated all [election results]( http://dev.parlgov.org/data/isl/election-parliament/) in Iceland from seats to votes level data. We coded [all parties]( http://dev.parlgov.org/data/isl/party/) with more than 1% of the vote share, that won seats in parliament or the largest party winning no seats in an election. In addition, we unified the election date coded to the last date of an election and indicate all early elections.",2012-11-06,110
107,Commission appointment Tonio Borg and minor updates,hd/tf,,"We have added the recently appointed new Commissioner from [Malta, Tonio Borg](http://dev.parlgov.org/data/mlt/external_commission/). In addition, we have completed the coding of the [variable ‘elected’](http://dev.parlgov.org/documentation/table/external_commissioner_doering/) for all Commissioners and added a minor update to the respective [codebook](http://dev.parlgov.org/static/commissioner-codebook.pdf).",2012-12-18,111
113,EUP article forthcoming,hd,,"An article introducing ParlGov to students of the EU is now available online at [European Union Politics  [gated]](http://eup.sagepub.com/content/early/2012/12/21/1465116512461189.abstract). In the article, ParlGov is used to map the political space of the EU and the application is available in the [download section](http://dev.parlgov.org/download/).",2013-01-07,112
107,Romania election and cabinet added,th/hd,23,We have added the results of the December [election]( http://dev.parlgov.org/data/rou/election-parliament/2012-12-09/) in Romania and the new [Ponta II cabinet]( http://dev.parlgov.org/data/rou/cabinet-party/2012-12-21/). We would like to thank Mihail Chiru (Central European University) for providing important details about the party groups in parliament. ,2013-01-21,113
109,Germany CDU/CSU party group,hd,54,"In Germany, CDU and CSU run independently in elections without competing at the state level. Both parties form a joint parliamentary group in the German parliament after the election. This fact has now also been included into ParlGov. CDU and CSU are kept distinct in our election results but the joint party group is recorded in our parliament change data. As a consequence most of the cabinets including the CDU/CSU are no surplus coalitions anymore.",2013-02-14,114
112,Chapel Hill Expert Survey (CHES) parties updated,hd,,"We have updated the [parties from the Chapel Hill Expert Survey (CHES)](http://dev.parlgov.org/documentation/table/external_party_chess/) to the 2010 wave. The survey now includes [Turkey](http://dev.parlgov.org/data/TUR/external_chess/), [Norway](http://dev.parlgov.org/data/NOR/external_chess/) and [Switzerland](http://dev.parlgov.org/data/che/external_chess/).",2013-02-16,115
107,Japan election and cabinet added,tf/hd,5,We have added the result of the December [election]( http://dev.parlgov.org/data/jpn/election-parliament/2012-12-16/) in Japan and the new cabinet under [PM Abe]( http://dev.parlgov.org/data/jpn/cabinet-party/2012-12-26/).,2013-02-25,116
107,Netherlands cabinet added,hd,8,"Recently, we have added the fall of the [Rutte I cabinet](http://dev.parlgov.org/data/nld/cabinet-party/2010-10-14/) at the end of April in the Netherlands. In ParlGov, there is a [caretaker cabinet Rutte II](http://dev.parlgov.org/data/nld/cabinet-party/2012-04-23/) because the cabinet is asked to stay in office until elections take place in September.
",2012-05-15,117
107,New Zealand election and cabinet added,hd,11,We have also added the [election in New Zealand](http://dev.parlgov.org/data/nzl/election-parliament/2011-11-26/) and the second [Key cabinet](http://dev.parlgov.org/data/nzl/cabinet-party/2011-11-26/).,2012-01-07,118
107,Italy interim cabinet added,hd,26,We have also added the recently formed caretaker cabinet in [Italy](http://dev.parlgov.org/data/ita/cabinet-party/2011-11-16/).,2011-12-13,119
107,Slovak cabinet appointed,hd,1,A new Slovak cabinet took office last week.,2010-07-12,120
107,Slovakian elections added,ps,1,"On June 12 2010 an election took place in Slovakia. We have now added the official results of this election into ParlGov. The new cabinet has yet to be formed or needs to pass an investiture vote. Once the cabinet has been appointed, we add it as well and leave a short note in this news section.",2010-07-04,121
107,Belgian election added,ps,64,"On June 13 2010 elections took place in Belgium. We have now added the official results of these elections into ParlGov. The new cabinet has yet to be formed or needs to pass an investiture vote. Once the cabinet has been appointed, we add it as well and leave a short note in this news section.",2010-07-04,122
107,New Romanian Cabinet added,ps,23,The recent formation of the Boc II cabinet in Romania has been added to ParlGov. Together with the recently added Leterme II cabinet in Belgium this should complete all political data in ParlGov until the end of 2009.,2010-01-13,123
107,Portuguese election and cabinet added,ps,63,Results from the recent September elections in Portugal were added to ParlGov. In addition we have added the second Socrates cabinet for Portugal. ,2009-11-23,124
107, Slovenia cabinet added,tf/hd,60,We have added the recently formed cabinet under [PM Bratušek]( http://dev.parlgov.org/data/svn/cabinet-party/2013-03-20/) .,2013-04-01,125
108,Luxembourg with votes level data,tf/hd,7,We have updated all election results for [Luxembourg]( http://testing.parlgov.org/data/lux/election-parliament/) from seats to votes level data.  For most of our information we used the official site of the [Ministry of internal affairs](http://www.elections.public.lu/fr/index.html) and the [Statistical Yearbooks of  Luxembourg](http://www.statistiques.public.lu/fr/publications/series/annuaire-stat-lux/index.html). The voting system is based on multiple votes and therefore the number of votes exceeds the number of eligible voters.,2013-04-02,126
108,Malta with votes level data,ps/hd,72,We have updated all election results for Malta from seats to votes level data. For most of the data we used [maltadata.com](http://maltadata.com/) or the official site of the Department of Information.,2013-04-16,127
108,Bulgaria with votes level data,ps/hd,10,"We have updated all election results for Bulgaria from seats to votes
level data. We used the data provided by the [Bulgarian
Central Election Commission](http://www.cikbg.org/) or the [Essex CEE elections
database](http://www.essex.ac.uk/elections/
<https://3c.gmx.net/mail/client/dereferrer?redirectUrl=http%3A%2F%2Fwww.essex.ac.uk%2Felections%2F&selection=tfol11be7d9017e23240>).",2013-04-30,128
111,ParlGov in Florence,hd,,"Last week, we gave a presentation on ""Programming in the social sciences"" at the EUI workshop on [Research Skills for the World of Big Data](http://www.eui.eu/SeminarsAndEvents/Index.aspx?eventid=89071). We presented ParlGov as an application of computing in political science. Thanks to Jonathan Bright and Alexander Trechsel for inviting us.",2013-05-08,129
107,Italy election and cabinet added,ps/hd,26,We have added the recent [election](/data/ita/election-parliament/2013-02-25/) and the newly formed cabinet under [PM Letta](/data/ITA/cabinet-party/2013-04-27/) . ,2013-05-14,130
111,ParlGov in Lund,hd,,"Last week, we were invited to Lund by Hanna Bäck, Torbjörn Bergman and Johan Hellström for a workshop on coalition governments in established democracies. We presented a research paper on the effects of electoral systems on cabinet formation and gave a presentation on ParlGov, pointing out successes and failures of the project. In Lund, we had many interesting discussions about the current state of research on democratic governments. Thanks to the organisers for welcoming us to Lund.
",2013-05-22,131
108,Romania with votes level data,ps/hd,23,We have updated all [election results](/data/rou/election-parliament/) for Romania from seats to votes level data. For most of the coding we used the data provided by the [Central Election Bureau Romania](http://www.bec2009pe.ro/) or the [Essex CEE elections database](http://www.essex.ac.uk/elections/).,2013-05-31,132
107,Iceland election and cabinet added ,ps/hd,56,We have added the recent [election](/data/isl/election-parliament/2013-04-27/) and the newly formed cabinet under [PM Gunnlaugsson](/data/isl/cabinet-party/2013-05-23/).,2013-06-10,133
107,Bulgaria election and cabinet added,ps/hd,10,We have added the recent [election](/data/bgr/election-parliament/2013-05-12/) and the newly formed cabinet under [PM Oresharski](/data/bgr/cabinet-party/2013-05-29/).,2013-06-11,134
114,Croatia added to ParlGov,ps/hd,62,"ParlGov covers all EU and most OECD countries. Croatia will become a member of the EU on 1 July
and we have included all [elections](/data/hrv/election-parliament/) and [cabinets](/data/hrv/cabinet-party/) since 2000 to ParlGov.",2013-06-12,135
108,Canada with votes level data,ps/hd,29,"We have updated all election results for [Canada](/data/can/election-parliament/) since 1945 from seats to votes level data. Our coding relies on data provided by [Chief Electoral Officer of Canada](http://www.elections.ca/home.aspx), [Constituency-Level Elections Archive](http://www.electiondataarchive.org/) as well as [Parliament of Canada](http://www.parl.gc.ca/parlinfo/).",2013-06-18,136
109,Recoding party families and imputation of missing party positions,hd,,We have completed recoding our party families. All parties are now classified into one of the main categories first and additional party families are recorded in the table 'party_family' only. Our main categories are primarily based on a two dimensional perspective (state/market and liberty/authority) of the political space and follow other typologies of party families. These party families are now also used to impute missing party positions by the mean value for the respective party family.,2013-07-01,137
108,Ireland with votes level data,ps/hd,37,We have updated all election results for [Ireland](http://dev.parlgov.org/data/irl/) since 1948 from seats to votes level data. Most of the coding is based on the work by [Gallagher (2009)](http://dev.parlgov.org/documentation/data_sources/#gall09) and the [Department of Environment Ireland](http://www.environ.ie/en/LocalGovernment/Voting/NationalElections/).,2013-07-15,138
108,Czech Republic with votes level data ,ps,68,We have updated all election results for [Czech Republic]( http://dev.parlgov.org/data/cze/) since 1990 from seats to votes level data. The coding is based mainly on [Czech Statistical Office](http://www.volby.cz/index_en.htm).,2013-07-29,139
107,EP elections for EU-28 updated,ps/hd,,"We have updated all EP election results for EU member states to votes level
data. The coding is based on either national sources or [EP election
reports](http://dev.parlgov.org/documentation/data_sources/#ep
<http://dev.parlgov.org/documentation/data_sources/>).",2013-08-07,140
107,Czech Republic cabinet added,ps/hd,68,We have added the short-lived cabinet of [PM Rusnok](http://dev.parlgov.org/data/cze/cabinet-party/2013-07-10/) that failed to gain support in a confidence vote earlier this month.,2013-08-16,141
108,Spain with votes level data,ps,27,We have updated all election results for [Spain](http://dev.parlgov.org/data/esp/) from seats to votes level data. The coding is based on [Elecciones y Partidos Políticos](http://www.infoelectoral.mir.es/).,2013-08-28,142
107,Cyprus cabinet added,ps/hd,51,We have added the current cabinet under President [Anastasiades](http://dev.parlgov.org/data/cyp/cabinet-party/2013-02-27/) that slipped our attention earlier this year. Thanks to Doru Frantescu from [Vote Watch Europe](http://www.votewatch.eu/) for pointing at the missing information.,2013-09-25,143
108,Greece with votes level data,ps,41,We have updated all election results for [Greece](http://dev.parlgov.org/data/grc/election-parliament/) from seats to votes level data. The coding is based on [Nohlen and Stöver (2010)](http://dev.parlgov.org/documentation/data_sources/#no2010) and [Helenic Republic - Ministry of Interior](http://www.ypes.gr/en). ,2013-09-26,144
108,Lithuania with votes level data,ps,15,We have updated all election results for [Lithuania](http://dev.parlgov.org/data/ltu/) from seats to votes level data. The coding is based mainly on [The Central Electoral Commission of the Republic of Lithuania](http://www.vrk.lt).,2013-09-30,145
108,Slovenia with votes level data,ps,60,We have updated all election results for [Slovenia](http://dev.parlgov.org/data/svn/) from seats to votes level data. The coding is based mainly on [National Electoral Commission Slovenia](http://volitve.gov.si).,2013-10-09,146
108,Slovakia with votes level data,ps,1,We have updated all election results for [Slovakia](http://dev.parlgov.org/data/svk/) from seats to votes level data. The coding is based mainly on [Statistical Office of the Slovak Republic](http://www.statistics.sk).,2013-10-16,147
107,Norway election and cabinet added,ps/hd,9,We have added the recent election in [Norway](http://dev.parlgov.org/data/nor/election-parliament/2013-09-09/) and the newly formed cabinet under [PM Solberg](http://dev.parlgov.org/data/nor/cabinet-party/2013-10-16/). ,2013-10-22,148
107,Australia election and cabinet added,ps/hd,33,"We have added the recent election in [Australia](http://dev.parlgov.org/data/aus/election-parliament/2013-09-07/) and
the newly formed cabinet under [PM Abbott](http://dev.parlgov.org/data/aus/cabinet-party/2013-09-18/).",2013-11-13,149
107,Lithuania election and cabinet added,hd,15,We have added the results of the [2012 election](http://dev.parlgov.org/data/ltu/election-parliament/2012-10-14/) in the Netherlands and the recently formed new cabinet under PM [Butkevicius](http://dev.parlgov.org/data/ltu/cabinet-party/2012-11-22/).,2012-11-26,150
107,Luxembourg election and cabinet added,ps/hd,7,"We have added the recent election in
[Luxembourg](http://dev.parlgov.org/data/lux/election-parliament/2013-10-20/) and
the newly formed cabinet under [PM Bettel](http://dev.parlgov.org/data/lux/cabinet-party/2013-12-04/).",2013-12-10,151
107,Italy cabinet added,ps/hd,26,We have added the second cabinet of [PM Letta](http://dev.parlgov.org/data/ita/cabinet-party/2013-11-18/) that formed after a change in party composition.,2013-12-11,152
108,France with votes level data,ps/hd,43,"We have updated all election results for [France](http://dev.parlgov.org/data/fra/) from seats to votes level data. Due to the poorly documented information the coding has taken up some time. For the same reason it is based on three sources: [Mackie and Rose (1991)](http://dev.parlgov.org/documentation/data_sources/#mackie), [Nohlen and Stöver (2010)](http://dev.parlgov.org/documentation/data_sources/#no2010) and [Assemblée nationale](http://www.assemblee-nationale.fr/index.asp).",2013-12-12,153
107,Austria election and cabinet added,hd,59,We have added the recent election in [Austria](http://dev.parlgov.org/data/aut/election-parliament/2013-09-29/) and the second cabinet under PM [Faymann](http://dev.parlgov.org/data/aut/cabinet-party/2013-12-16/).,2013-12-18,154
107,Germany election and cabinet added,hd,54,We have added the recent election in [Germany](http://dev.parlgov.org/data/deu/election-parliament/2013-09-22/) and the third cabinet under PM [Merkel](http://dev.parlgov.org/data/deu/cabinet-party/2013-12-17/).,2013-12-20,155
107,Latvia cabinet added,jl/hd,55,We have added the new cabinet under [PM Straujuma](http://dev.parlgov.org/data/lva/cabinet-party/2014-01-22/).,2014-01-29,156
107,Czech Republic cabinet added,jl/hd,68,We have added the newly formed cabinet under [PM Sobotka](http://dev.parlgov.org/data/cze/cabinet-party/2014-01-17/).,2014-01-30,157
107,Danish cabinet added,jl/hd,21,We have added the second cabinet of [PM Thorning-Schmidt](http://dev.parlgov.org/data/dnk/cabinet-party/2014-02-03/) that formed after a change in party composition.,2014-02-07,158
109,ParlGov 2014 clean-up,hd,,"We are in the process of cleaning up the data in ParlGov. Our goal is to provide reliable data for parties, elections and cabinets in ""all EU and OECD democracies"". We are almost there with only some OECD countries and a few election results (EU members) of parties that won no seats missing. However, the documentation still leaves room for improvement and there need to be some more routines that check for data consistency.

Currently, we are completing a new version of the webpage and are cleaning up the code that runs the page and calculates the data. There has been a lot of cruft over the years and often new tools provide more straight forward solutions. ParlGov needs some streamlining to be maintainable for the years to come.

We trim down on our earlier aspirations and are removing all countries that are neither EU nor OECD members. This affects data in the experimental version only. There will also be some changes to the linking of political parties.

We will provide news entries once we have completed  the respective clean-ups.

Again, none of this should effect information in the development version of ParlGov but only additional data in the experimental version (guest login required).
",2014-02-08,159
107,Italy cabinet added,jl/hd,26,We have added the new cabinet under [PM Renzi](http://dev.parlgov.org/data/ita/cabinet-party/2014-02-22/).,2014-02-25,160
107,Romania cabinet added,jl/hd,23,We have added the third cabinet of [PM Ponta](http://dev.parlgov.org/data/rou/cabinet-party/2014-03-04/) that formed after a change in party composition.,2014-03-11,161
107,Cyprus cabinet added,jl/hd,51,We have added the second cabinet of [President Anastasiades](http://dev.parlgov.org/data/cyp/cabinet-party/2014-03-14/) that formed after a change in party composition.,2014-03-18,162
107,Estonia cabinet added,jl/hd,75,We have added the newly formed cabinet under [PM Roivas](http://dev.parlgov.org/data/est/cabinet-party/2014-03-26/).,2014-03-31,163
107,Finland cabinet added,jl/hd,67,We have added the second cabinet of [PM Katainen](http://dev.parlgov.org/data/fin/cabinet-party/2014-03-25/) that formed after a change in party composition.,2014-04-01,164
111,ParlGov at MPSA,hd,,"We had the chance to discuss current challenges of data integration in a very nice roundtable discussion at the MPSA conference in Chicago. The roundtable 'Coordinating Electoral and Institutional Data Assets for Data-Intensive Research: Developing a Vision for the Future' was organised by Thomas Mustillo (Purdue University) and included members of [CLEA](http://www.electiondataarchive.org/) (Ken Kollman, University of Michigan), the [EJPR Yearbook](http://www.politicaldatayearbook.com/) (Kevin Robert Deegan-Krause, Wayne State University), [PPDB Project](http://www.politicalpartydb.com/) (Susan E. Scarrow, University of Houston) and [DPEG](https://github.com/kbenoit/DPEG) (Alexander Herzog, LSE). In addition, we had a fantastic conversation with Ryan Bakker (University of Georgia), a principal investigator for the [CHES](http://www.chesdata.eu/). One result of these discussions was a renewed interest to link party IDs between the various projects.
",2014-04-05,165
107,France cabinet added,jl/hd,43,We have added the newly formed cabinet under [PM Valls](http://dev.parlgov.org/data/fra/cabinet-party/2014-03-31/).,2014-04-08,166
114,Turkey added to ParlGov,jl/hd,20,We have added all [elections](http://dev.parlgov.org/data/tur/election-parliament/) and [cabinets](http://dev.parlgov.org/data/tur/cabinet-party/) in [Turkey](http://dev.parlgov.org/data/tur/) since 1983 to ParlGov. The coding is based mainly on [Reuters](http://www.reuters.com/) and [Turkish Statistical Institute](http://www.turkstat.gov.tr/Start.do).,2014-05-06,167
108,Hungary with votes level data,jl/hd,39,We have updated all election results for [Hungary](http://dev.parlgov.org/data/fra/) from seats to votes level data. The coding is mainly based on the [National Election Committee Hungary](http://www.valasztas.hu/) and the [Essex CEE elections database](http://www2.essex.ac.uk/elect/database/election.asp).,2014-05-09,168
107,Hungary election and cabinet added,jl/hd,39,We have added the recent election in [Hungary](http://dev.parlgov.org/data/hun/election-parliament/2014-04-06/) and the third cabinet under PM [Orban](http://dev.parlgov.org/data/hun/cabinet-party/2014-05-10/).,2014-05-13,169
111,ParlGov at “Big Data? New Data!“ workshop in Duisburg,hd,,We presented ParlGov's history and technical infrastructure at the “Big Data? New Data!“ workshop of the German Political Science Association (DVPW) political methodology section in Duisburg-Essen.,2014-05-23,170
107,Belgian election added,ls/hd,64,We have added the recent election in [Belgium](http://dev.parlgov.org/data/bel/election-parliament/2014-05-25//).,2014-06-25,171
107,Finland cabinet added,ls/hd,67,We have added the first cabinet of [PM Stubb](http://dev.parlgov.org/data/fin/cabinet-party/2014-06-24/).,2014-06-26,172
107,Slovenia election added,jl,60,We have added the recent election in [Slovenia](http://dev.parlgov.org/data/svn/election-parliament/2014-07-13/).,2014-08-07,173
107,France cabinet added,jl,43,We have added the second cabinet of [PM Valls](http://dev.parlgov.org/data/fra/cabinet-party/2014-08-26/).,2014-08-29,174
107,Bulgaria interim cabinet added,jl,10,We have added the new caretaker cabinet under [PM Bliznashki](http://dev.parlgov.org/data/bgr/cabinet-party/2014-08-05/).,2014-09-03,175
107,Turkey cabinet added,jl,20,We have added the newly formed cabinet under [PM Davutoglu](http://dev.parlgov.org/data/tur/cabinet-party/2014-08-28/).,2014-09-23,176
107,Slovenia cabinet added,jl,60,We have added the newly formed cabinet under [PM Cerar](http://dev.parlgov.org/data/svn/cabinet-party/2014-08-25/).,2014-09-25,177
107,Finland cabinet added,jl,67,We have added the second cabinet of [PM Stubb](http://dev.parlgov.org/data/fin/cabinet-party/2014-09-20/) that formed after a change in party composition.,2014-09-29,178
107,Sweden election added,jl,35,We have added the recent election in [Sweden](http://dev.parlgov.org/data/swe/election-parliament/2014-09-14/).,2014-09-30,179
108,Switzerland with votes level data,ls,40,We have updated all election results for [Switzerland](http://dev.parlgov.org/data/che/) from seats to votes level data. The coding is mainly based on the [Statistical Office of Switzerland](http://www.portal-stat.admin.ch/nrw/files/de/01.xml). ,2014-10-15,180
107,Poland cabinet added,jl,74,We have added the newly formed cabinet under [PM Kopacz](http://dev.parlgov.org/data/pol/cabinet-party/2014-09-22/).,2014-10-14,181
107,Belgium cabinet added,jl,64,We have added the newly formed cabinet under [PM Michel](http://dev.parlgov.org/data/bel/cabinet-party/2014-10-11/).,2014-10-16,182
107,Sweden cabinet added,jl,35,We have added the newly formed cabinet under [PM Loefven](http://dev.parlgov.org/data/swe/cabinet-party/2014-10-02/).,2014-10-13,183
107,New Zealand election and cabinet added,jl,11,We have added the recent election in [New Zealand](http://dev.parlgov.org/data/nzl/election-parliament/2014-09-20/) and the third cabinet under [PM Key](http://dev.parlgov.org/data/nzl/cabinet-party/2014-10-08/).,2014-10-29,184
114,Israel added to ParlGov,ls,34,"After considerable coding effort we have added all [elections](http://dev.parlgov.org/data/isr/election-parliament/) and [cabinets](http://dev.parlgov.org/data/isr/cabinet-party/) in [Israel](http://dev.parlgov.org/data/isr/) since 1948 to ParlGov. The coding is mainly based on [Israel Central Bureau of Statistics](http://www.cbs.gov.il/reader/?MIval=cw_usr_view_SHTML&ID=445), [Knesset](http://www.knesset.gov.il/description/eng/eng_mimshal_res.htm) and [Reuters](http://www.reuters.com/). ",2014-10-30,185
107,New Commission added,ls,,We have added the newly appointed [Commission](http://dev.parlgov.org/documentation/table/external_commissioner_doering/) to ParlGov.,2014-11-01,186
